10000055	Abingdon and Witney College 	Q01 	92%
10000948	Bromley College of Further and Higher Education 	Q05 	79%
10000948	Bromley College of Further and Higher Education 	Q06 	80%
10000948	Bromley College of Further and Higher Education 	Q07 	67%
10000948	Bromley College of Further and Higher Education 	Q08 	77%
10000948	Bromley College of Further and Higher Education 	Q09 	76%
10000948	Bromley College of Further and Higher Education 	Q10 	73%
10000948	Bromley College of Further and Higher Education 	Q11 	82%
10000948	Bromley College of Further and Higher Education 	Q12 	82%
10000948	Bromley College of Further and Higher Education 	Q13 	88%
10000948	Bromley College of Further and Higher Education 	Q14 	73%
10000948	Bromley College of Further and Higher Education 	Q15 	79%
10000948	Bromley College of Further and Higher Education 	Q16 	91%
10000948	Bromley College of Further and Higher Education 	Q17 	87%
10000948	Bromley College of Further and Higher Education 	Q18 	82%
10000948	Bromley College of Further and Higher Education 	Q19 	86%
10000948	Bromley College of Further and Higher Education 	Q20 	81%
10000948	Bromley College of Further and Higher Education 	Q21 	84%
10000948	Bromley College of Further and Higher Education 	Q22 	86%
10000948	Bromley College of Further and Higher Education 	Q24 	68%
10000950	Brooklands College 	Q01 	92%
10000950	Brooklands College 	Q02 	81%
10000950	Brooklands College 	Q03 	91%
10000950	Brooklands College 	Q04 	90%
10000950	Brooklands College 	Q05 	76%
10000950	Brooklands College 	Q06 	88%
10000950	Brooklands College 	Q07 	78%
10000950	Brooklands College 	Q08 	85%
10000950	Brooklands College 	Q09 	81%
10000950	Brooklands College 	Q10 	82%
10000950	Brooklands College 	Q11 	84%
10000950	Brooklands College 	Q12 	80%
10000950	Brooklands College 	Q13 	79%
10000950	Brooklands College 	Q14 	71%
10000950	Brooklands College 	Q15 	76%
10000950	Brooklands College 	Q16 	71%
10000950	Brooklands College 	Q17 	66%
10000950	Brooklands College 	Q18 	66%
10000950	Brooklands College 	Q19 	92%
10000950	Brooklands College 	Q20 	91%
10000950	Brooklands College 	Q21 	88%
10000950	Brooklands College 	Q22 	91%
10000950	Brooklands College 	Q24 	45%
10000961	Brunel University 	Q01 	88%
10000961	Brunel University 	Q02 	78%
10000961	Brunel University 	Q03 	86%
10000961	Brunel University 	Q04 	84%
10000961	Brunel University 	Q05 	78%
10000961	Brunel University 	Q06 	79%
10000961	Brunel University 	Q07 	66%
10000961	Brunel University 	Q08 	72%
10000961	Brunel University 	Q09 	66%
10000961	Brunel University 	Q10 	81%
10000961	Brunel University 	Q11 	90%
10000961	Brunel University 	Q12 	79%
10000961	Brunel University 	Q13 	84%
10000961	Brunel University 	Q14 	83%
10000961	Brunel University 	Q15 	82%
10000961	Brunel University 	Q16 	92%
10000961	Brunel University 	Q17 	93%
10000961	Brunel University 	Q18 	88%
10000961	Brunel University 	Q19 	82%
10000961	Brunel University 	Q20 	83%
10000961	Brunel University 	Q21 	82%
10000961	Brunel University 	Q22 	87%
10000961	Brunel University 	Q24 	80%
10000961	Brunel University 	NHS1 	83%
10000961	Brunel University 	NHS2 	92%
10000961	Brunel University 	NHS3 	92%
10000961	Brunel University 	NHS4 	91%
10000961	Brunel University 	NHS5 	91%
10000961	Brunel University 	NHS6 	88%
10000975	Buckinghamshire New University 	Q01 	86%
10000975	Buckinghamshire New University 	Q02 	81%
10000975	Buckinghamshire New University 	Q03 	83%
10000975	Buckinghamshire New University 	Q04 	79%
10000975	Buckinghamshire New University 	Q05 	75%
10000975	Buckinghamshire New University 	Q06 	71%
10000975	Buckinghamshire New University 	Q07 	59%
10000975	Buckinghamshire New University 	Q08 	74%
10000975	Buckinghamshire New University 	Q09 	64%
10000975	Buckinghamshire New University 	Q10 	76%
10000975	Buckinghamshire New University 	Q11 	81%
10000975	Buckinghamshire New University 	Q12 	76%
10000975	Buckinghamshire New University 	Q13 	76%
10000975	Buckinghamshire New University 	Q14 	67%
10000975	Buckinghamshire New University 	Q15 	64%
10000975	Buckinghamshire New University 	Q16 	77%
10000975	Buckinghamshire New University 	Q17 	83%
10000975	Buckinghamshire New University 	Q18 	76%
10000975	Buckinghamshire New University 	Q19 	79%
10000975	Buckinghamshire New University 	Q20 	82%
10000975	Buckinghamshire New University 	Q21 	77%
10000975	Buckinghamshire New University 	Q22 	78%
10000975	Buckinghamshire New University 	Q24 	78%
10000975	Buckinghamshire New University 	NHS1 	71%
10000975	Buckinghamshire New University 	NHS2 	83%
10000975	Buckinghamshire New University 	NHS3 	68%
10000975	Buckinghamshire New University 	NHS4 	86%
10000975	Buckinghamshire New University 	NHS5 	85%
10000975	Buckinghamshire New University 	NHS6 	76%
10001000	Burnley College 	Q01 	88%
10001000	Burnley College 	Q02 	78%
10001000	Burnley College 	Q03 	85%
10001000	Burnley College 	Q04 	78%
10001000	Burnley College 	Q05 	80%
10001000	Burnley College 	Q06 	86%
10001000	Burnley College 	Q07 	78%
10001000	Burnley College 	Q08 	81%
10001000	Burnley College 	Q09 	78%
10001000	Burnley College 	Q10 	81%
10001000	Burnley College 	Q11 	81%
10001000	Burnley College 	Q12 	74%
10001000	Burnley College 	Q13 	85%
10001000	Burnley College 	Q14 	70%
10001000	Burnley College 	Q15 	69%
10001000	Burnley College 	Q16 	84%
10001000	Burnley College 	Q17 	87%
10001000	Burnley College 	Q18 	78%
10001000	Burnley College 	Q19 	83%
10001000	Burnley College 	Q20 	82%
10001000	Burnley College 	Q21 	80%
10001000	Burnley College 	Q22 	78%
10001000	Burnley College 	Q24 	61%
10001004	Burton and South Derbyshire College 	Q01 	90%
10001004	Burton and South Derbyshire College 	Q02 	84%
10001004	Burton and South Derbyshire College 	Q03 	87%
10001004	Burton and South Derbyshire College 	Q04 	80%
10001004	Burton and South Derbyshire College 	Q05 	84%
10001004	Burton and South Derbyshire College 	Q06 	84%
10001004	Burton and South Derbyshire College 	Q07 	64%
10001004	Burton and South Derbyshire College 	Q08 	70%
10001004	Burton and South Derbyshire College 	Q09 	70%
10001004	Burton and South Derbyshire College 	Q10 	82%
10001004	Burton and South Derbyshire College 	Q11 	89%
10001004	Burton and South Derbyshire College 	Q12 	79%
10001004	Burton and South Derbyshire College 	Q13 	81%
10001004	Burton and South Derbyshire College 	Q14 	65%
10001004	Burton and South Derbyshire College 	Q15 	61%
10001004	Burton and South Derbyshire College 	Q16 	72%
10001004	Burton and South Derbyshire College 	Q17 	86%
10001004	Burton and South Derbyshire College 	Q18 	68%
10001004	Burton and South Derbyshire College 	Q19 	80%
10001004	Burton and South Derbyshire College 	Q20 	80%
10001004	Burton and South Derbyshire College 	Q21 	80%
10001004	Burton and South Derbyshire College 	Q22 	82%
10001004	Burton and South Derbyshire College 	Q24 	51%
10001005	Bury College 	Q01 	92%
10001005	Bury College 	Q02 	92%
10001005	Bury College 	Q03 	90%
10001005	Bury College 	Q04 	88%
10001005	Bury College 	Q05 	80%
10001005	Bury College 	Q06 	73%
10001005	Bury College 	Q07 	51%
10001005	Bury College 	Q08 	78%
10001005	Bury College 	Q09 	73%
10001005	Bury College 	Q10 	77%
10001005	Bury College 	Q11 	75%
10001005	Bury College 	Q12 	80%
10001005	Bury College 	Q13 	87%
10001005	Bury College 	Q14 	71%
10001005	Bury College 	Q15 	69%
10001005	Bury College 	Q16 	82%
10001005	Bury College 	Q17 	83%
10001005	Bury College 	Q18 	80%
10001005	Bury College 	Q19 	88%
10001005	Bury College 	Q20 	85%
10001005	Bury College 	Q21 	86%
10001005	Bury College 	Q22 	86%
10001005	Bury College 	Q24 	79%
10001093	Calderdale College 	Q01 	94%
10001093	Calderdale College 	Q02 	87%
10001093	Calderdale College 	Q03 	91%
10001093	Calderdale College 	Q04 	87%
10001093	Calderdale College 	Q05 	64%
10001093	Calderdale College 	Q06 	72%
10001093	Calderdale College 	Q07 	68%
10001093	Calderdale College 	Q08 	87%
10001093	Calderdale College 	Q09 	81%
10001093	Calderdale College 	Q10 	79%
10001093	Calderdale College 	Q11 	77%
10001093	Calderdale College 	Q12 	77%
10001093	Calderdale College 	Q13 	85%
10001093	Calderdale College 	Q14 	58%
10001093	Calderdale College 	Q15 	66%
10001093	Calderdale College 	Q16 	45%
10001093	Calderdale College 	Q17 	63%
10001093	Calderdale College 	Q18 	47%
10001093	Calderdale College 	Q19 	74%
10001093	Calderdale College 	Q20 	78%
10001093	Calderdale College 	Q21 	82%
10001093	Calderdale College 	Q22 	79%
10001093	Calderdale College 	Q24 	32%
10001143	Canterbury Christ Church University 	Q01 	91%
10001143	Canterbury Christ Church University 	Q02 	84%
10001143	Canterbury Christ Church University 	Q03 	89%
10001143	Canterbury Christ Church University 	Q04 	85%
10001143	Canterbury Christ Church University 	Q05 	80%
10001143	Canterbury Christ Church University 	Q06 	76%
10001143	Canterbury Christ Church University 	Q07 	65%
10001143	Canterbury Christ Church University 	Q08 	74%
10001143	Canterbury Christ Church University 	Q09 	65%
10001143	Canterbury Christ Church University 	Q10 	80%
10001143	Canterbury Christ Church University 	Q11 	85%
10001143	Canterbury Christ Church University 	Q12 	77%
10001143	Canterbury Christ Church University 	Q13 	80%
10001143	Canterbury Christ Church University 	Q14 	74%
10001143	Canterbury Christ Church University 	Q15 	71%
10001143	Canterbury Christ Church University 	Q16 	81%
10001143	Canterbury Christ Church University 	Q17 	83%
10001143	Canterbury Christ Church University 	Q18 	76%
10001143	Canterbury Christ Church University 	Q19 	83%
10001143	Canterbury Christ Church University 	Q20 	85%
10001143	Canterbury Christ Church University 	Q21 	83%
10001143	Canterbury Christ Church University 	Q22 	85%
10001143	Canterbury Christ Church University 	Q24 	62%
10001143	Canterbury Christ Church University 	NHS1 	66%
10001143	Canterbury Christ Church University 	NHS2 	85%
10001143	Canterbury Christ Church University 	NHS3 	80%
10001143	Canterbury Christ Church University 	NHS4 	85%
10001143	Canterbury Christ Church University 	NHS5 	85%
10001143	Canterbury Christ Church University 	NHS6 	80%
10001144	Canterbury College 	Q01 	88%
10001144	Canterbury College 	Q02 	81%
10001144	Canterbury College 	Q03 	83%
10001144	Canterbury College 	Q04 	71%
10001144	Canterbury College 	Q05 	78%
10001144	Canterbury College 	Q06 	80%
10001144	Canterbury College 	Q07 	68%
10001144	Canterbury College 	Q08 	80%
10001144	Canterbury College 	Q09 	73%
10001144	Canterbury College 	Q10 	77%
10001144	Canterbury College 	Q11 	80%
10001144	Canterbury College 	Q12 	73%
10001144	Canterbury College 	Q13 	77%
10001144	Canterbury College 	Q14 	63%
10001144	Canterbury College 	Q15 	57%
10001144	Canterbury College 	Q16 	75%
10001144	Canterbury College 	Q17 	85%
10001144	Canterbury College 	Q18 	71%
10001144	Canterbury College 	Q19 	75%
10001144	Canterbury College 	Q20 	77%
10001144	Canterbury College 	Q21 	78%
10001144	Canterbury College 	Q22 	77%
10001144	Canterbury College 	Q24 	63%
10001196	Carlisle College 	Q01 	70%
10001196	Carlisle College 	Q02 	70%
10001196	Carlisle College 	Q03 	70%
10001196	Carlisle College 	Q04 	65%
10001196	Carlisle College 	Q05 	64%
10001196	Carlisle College 	Q06 	70%
10001196	Carlisle College 	Q07 	45%
10001196	Carlisle College 	Q08 	50%
10001196	Carlisle College 	Q09 	52%
10001196	Carlisle College 	Q10 	52%
10001196	Carlisle College 	Q11 	65%
10001196	Carlisle College 	Q12 	52%
10001196	Carlisle College 	Q13 	64%
10001196	Carlisle College 	Q14 	32%
10001196	Carlisle College 	Q15 	30%
10001196	Carlisle College 	Q16 	78%
10001196	Carlisle College 	Q17 	78%
10001196	Carlisle College 	Q18 	60%
10001196	Carlisle College 	Q19 	50%
10001196	Carlisle College 	Q20 	52%
10001196	Carlisle College 	Q21 	52%
10001196	Carlisle College 	Q22 	52%
10001196	Carlisle College 	Q24 	55%
10001282	University of Northumbria at Newcastle 	Q01 	90%
10001282	University of Northumbria at Newcastle 	Q02 	82%
10001282	University of Northumbria at Newcastle 	Q03 	88%
10001282	University of Northumbria at Newcastle 	Q04 	82%
10001282	University of Northumbria at Newcastle 	Q05 	78%
10001282	University of Northumbria at Newcastle 	Q06 	75%
10001282	University of Northumbria at Newcastle 	Q07 	74%
10001282	University of Northumbria at Newcastle 	Q08 	71%
10001282	University of Northumbria at Newcastle 	Q09 	65%
10001282	University of Northumbria at Newcastle 	Q10 	81%
10001282	University of Northumbria at Newcastle 	Q11 	85%
10001282	University of Northumbria at Newcastle 	Q12 	79%
10001282	University of Northumbria at Newcastle 	Q13 	75%
10001282	University of Northumbria at Newcastle 	Q14 	76%
10001282	University of Northumbria at Newcastle 	Q15 	77%
10001282	University of Northumbria at Newcastle 	Q16 	88%
10001282	University of Northumbria at Newcastle 	Q17 	85%
10001282	University of Northumbria at Newcastle 	Q18 	80%
10001282	University of Northumbria at Newcastle 	Q19 	81%
10001282	University of Northumbria at Newcastle 	Q20 	84%
10001282	University of Northumbria at Newcastle 	Q21 	81%
10001282	University of Northumbria at Newcastle 	Q22 	86%
10001282	University of Northumbria at Newcastle 	Q24 	72%
10001282	University of Northumbria at Newcastle 	NHS1 	87%
10001282	University of Northumbria at Newcastle 	NHS2 	92%
10001282	University of Northumbria at Newcastle 	NHS3 	90%
10001282	University of Northumbria at Newcastle 	NHS4 	95%
10001282	University of Northumbria at Newcastle 	NHS5 	94%
10001282	University of Northumbria at Newcastle 	NHS6 	91%
10001378	Chesterfield College 	Q01 	86%
10001378	Chesterfield College 	Q02 	71%
10001378	Chesterfield College 	Q03 	81%
10001378	Chesterfield College 	Q04 	74%
10001378	Chesterfield College 	Q05 	86%
10001378	Chesterfield College 	Q06 	86%
10001378	Chesterfield College 	Q07 	74%
10001378	Chesterfield College 	Q08 	85%
10001378	Chesterfield College 	Q09 	78%
10001378	Chesterfield College 	Q10 	78%
10001378	Chesterfield College 	Q11 	90%
10001378	Chesterfield College 	Q12 	74%
10001378	Chesterfield College 	Q13 	88%
10001378	Chesterfield College 	Q14 	72%
10001378	Chesterfield College 	Q15 	68%
10001378	Chesterfield College 	Q16 	86%
10001378	Chesterfield College 	Q17 	90%
10001378	Chesterfield College 	Q18 	78%
10001378	Chesterfield College 	Q19 	75%
10001378	Chesterfield College 	Q20 	85%
10001378	Chesterfield College 	Q21 	77%
10001378	Chesterfield College 	Q22 	78%
10001378	Chesterfield College 	Q24 	72%
10001457	City College Brighton and Hove 	Q01 	88%
10001457	City College Brighton and Hove 	Q02 	82%
10001457	City College Brighton and Hove 	Q03 	83%
10001457	City College Brighton and Hove 	Q04 	77%
10001457	City College Brighton and Hove 	Q05 	79%
10001457	City College Brighton and Hove 	Q06 	79%
10001457	City College Brighton and Hove 	Q07 	73%
10001457	City College Brighton and Hove 	Q08 	80%
10001457	City College Brighton and Hove 	Q09 	72%
10001457	City College Brighton and Hove 	Q10 	79%
10001457	City College Brighton and Hove 	Q11 	83%
10001457	City College Brighton and Hove 	Q12 	82%
10001457	City College Brighton and Hove 	Q13 	82%
10001457	City College Brighton and Hove 	Q14 	80%
10001457	City College Brighton and Hove 	Q15 	75%
10001457	City College Brighton and Hove 	Q16 	85%
10001457	City College Brighton and Hove 	Q17 	80%
10001457	City College Brighton and Hove 	Q18 	78%
10001457	City College Brighton and Hove 	Q19 	73%
10001457	City College Brighton and Hove 	Q20 	77%
10001457	City College Brighton and Hove 	Q21 	73%
10001457	City College Brighton and Hove 	Q22 	77%
10001457	City College Brighton and Hove 	Q24 	52%
10001465	City of Bath College 	Q01 	96%
10001465	City of Bath College 	Q02 	93%
10001465	City of Bath College 	Q03 	96%
10001465	City of Bath College 	Q04 	96%
10001465	City of Bath College 	Q05 	98%
10001465	City of Bath College 	Q06 	98%
10001465	City of Bath College 	Q07 	78%
10001465	City of Bath College 	Q08 	96%
10001465	City of Bath College 	Q09 	93%
10001465	City of Bath College 	Q10 	89%
10001465	City of Bath College 	Q11 	87%
10001465	City of Bath College 	Q12 	85%
10001465	City of Bath College 	Q13 	93%
10001465	City of Bath College 	Q14 	80%
10001465	City of Bath College 	Q15 	74%
10001465	City of Bath College 	Q16 	83%
10001465	City of Bath College 	Q17 	93%
10001465	City of Bath College 	Q18 	83%
10001465	City of Bath College 	Q19 	96%
10001465	City of Bath College 	Q20 	96%
10001465	City of Bath College 	Q21 	96%
10001465	City of Bath College 	Q22 	93%
10001465	City of Bath College 	Q24 	80%
10001467	City of Bristol College 	Q01 	93%
10001467	City of Bristol College 	Q02 	87%
10001467	City of Bristol College 	Q03 	87%
10001467	City of Bristol College 	Q04 	87%
10001467	City of Bristol College 	Q05 	87%
10001467	City of Bristol College 	Q06 	86%
10001467	City of Bristol College 	Q07 	79%
10001467	City of Bristol College 	Q08 	86%
10001467	City of Bristol College 	Q09 	81%
10001467	City of Bristol College 	Q10 	81%
10001467	City of Bristol College 	Q11 	88%
10001467	City of Bristol College 	Q12 	83%
10001467	City of Bristol College 	Q13 	85%
10001467	City of Bristol College 	Q14 	72%
10001467	City of Bristol College 	Q15 	68%
10001467	City of Bristol College 	Q16 	74%
10001467	City of Bristol College 	Q17 	82%
10001467	City of Bristol College 	Q18 	72%
10001467	City of Bristol College 	Q19 	86%
10001467	City of Bristol College 	Q20 	81%
10001467	City of Bristol College 	Q21 	83%
